BSC_FECHA,SYR4_GROSS_SALES,SYR4_GROSS_SALES_CMP,SYR4_GROSS_SAL_LY,SYR5_GROSS_SALES,SYR5_GROSS_SAL_LY,SMG_OVERALL,SMG_COUNT,SMG_DEF_ZONE,SYR_GROSS_SALES,SYR_NET_SALES,SYR_NET_SALES_CMP_LY,SYR_NET_SALES_LW,SYR_NET_SALES_LY,SYR_NET_SALES_CMP_LY2,SYR_TRANS,SYR_TRANS_CMP_LY,SYR_TRANS_LY,SYR_CREW_HR,SYR_MNGR_HR,SYR_GUID_HR,SYR_CASH_MM,SYR_LTN_SAL,SYR_EMPL_MEAL,SYR_MNGR_MEAL,SYR_LABOR,SYR_LABOR_SALES_REF,SYR_MNGR_VOID_AMT,SYR_REG_VOID_AMT,SYR_COUPONS,SYR_DISCOUNTS,SYR_SERVICE_TIME,SYR_NET_SALES_HR,SYR_TRANS_HR,SYR2_GROSS_SALES,SYR2_NET_SALES,UNO,SYR3_GROSS_SALES,SYR3_GROSS_SALES_CMP,SYR3_GROSS_SAL_LY,FECHA_REF,DIVISION,AREA,DISTRICT,STORE,INFS_VTA_ACTUAL
6.- Tue 03/16/2021,13371.12,13371.12,8339,433131.63,376560,,,,7005.91,6880.01,6880.01,5251,4183,6880.01,679,679,508,125.15,0,131.25,-9,531,2.6,0,1232,7005.91,0,55.83,123.3,0,183,6880.01,679,0,0,1,55753.71,55753.71,47698,21P03W2 - 03/16/2021,DIVISION 42,Area  014,Distrito  049,07851 - Crown Point (Are-D49),6880.01
6.- Tue 03/16/2021,8757.46,8757.46,6698,294899.74,283702,,,,4051.69,3970.67,3970.67,4030,3147,3970.67,414,414,357,131.31,0,100.5,0,183,0,9.54,1349,4051.69,0,21.58,71.48,0,199.77,3970.67,414,0,0,1,39455.18,39455.18,36661,21P03W2 - 03/16/2021,DIVISION 42,Area  014,Distrito  051,07852 - Seymour (Are-D51),3970.67
6.- Tue 03/16/2021,9328.28,9328.28,5946,305723.27,263478,0,1,1,4604.78,4579.72,4579.72,4323,3019,4579.72,453,453,349,110.32,0,108.12,11,572,2.53,0,1105,4604.78,0,40.36,20.53,2,220.54,4579.72,453,0,0,1,43177,43177,32448,21P03W2 - 03/16/2021,DIVISION 30,Area  021,Distrito  004,07863 - Utopia (Are-D4),4579.72
6.- Tue 03/16/2021,8390.13,8390.13,7640,261496.85,225409,,,,4147.36,4069.43,4069.43,3932,3530,4069.43,438,438,391,95.6,0,94.42,0,467,10.39,13.57,1006,4147.36,0,88.55,43.38,10.59,285.61,4069.43,438,0,0,1,37101.79,37101.79,36926,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  021,07866 - Sunrise (Are-D21),4069.43
6.- Tue 03/16/2021,6469.72,6469.72,5389,226756.82,213029,1,1,0,3349.83,3102.21,3102.21,3295,2549,3102.21,376,376,349,108.15,0,104.25,-2,157,2.5,56.41,1132,3349.83,0,1.95,188.71,0,141,3102.21,376,0,0,1,29710.03,29710.03,27165,21P03W2 - 03/16/2021,DIVISION 42,Area  015,Distrito  057,07870 - Northshore (Are-D57),3102.21
6.- Tue 03/16/2021,8052.26,8052.26,6341,267113.26,267897,,,,4023.66,3936.34,3936.34,4130,2910,3936.34,441,441,390,83.54,0,104.75,-15,138,9.94,16.95,842,4023.66,0,32.67,60.43,0,144,3936.34,441,0,0,1,36093.57,36093.57,34374,21P03W2 - 03/16/2021,DIVISION 42,Area  015,Distrito  052,07872 - Hardin Valley (Are-D52),3936.34
6.- Tue 03/16/2021,13640.25,13640.25,9574,403714.44,394765,,,,7163.86,7093.15,7093.15,5189,4411,7093.15,668,668,500,106.75,0,131.76,8,288,2.25,0,1061,7163.86,0,101.66,34.74,33.72,277.14,7093.15,668,0,0,1,54842.52,54842.52,51052,21P03W2 - 03/16/2021,DIVISION 32,Area  012,Distrito  007,07918 - Lake Wales (Are-D7),7093.15
7.- Wed 03/17/2021,13720.12,13720.12,12462,293735.1,300631,,,,4903.48,4847.13,4847.13,4413,4052,4847.13,497,497,453,89.38,0,103.12,2,488,8.19,0,1178,4903.48,0,17.68,41.98,6.18,251.66,4847.13,497,0,0,1,43797.9,43797.9,45010,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  004,02013 - Red Road (Are-D4),4847.13
7.- Wed 03/17/2021,13428.28,13428.28,10138,297606.64,249422,,,,4744.47,4605.18,4605.18,3895,3364,4605.18,498,498,395,107.45,0,99.62,44,260,11.44,2.4,1063,4744.47,0,31.13,39.65,85.8,190.82,4605.18,498,0,0,1,44793.28,44793.28,37588,21P03W2 - 03/17/2021,DIVISION 32,Area  003,Distrito  061,02062 - Williamson (Are-D61),4605.18
7.- Wed 03/17/2021,20519.85,20519.85,14518,473279.84,435067,2,2,0,7588.4,7486.81,7486.81,6511,5072,7486.81,718,718,552,131.3,0,138.25,-198,1088,12.47,6.13,1290,7588.4,0,84.72,69.32,13.67,259.21,7486.81,718,0,0,1,69256.16,69256.16,58394,21P03W2 - 03/17/2021,DIVISION 30,Area  022,Distrito  058,02068 - St. Lucie West (Are-D58),7486.81
7.- Wed 03/17/2021,15146.95,15146.95,10996,340585.36,331568,0,1,1,5594.12,5496.42,5496.42,4974,3547,5496.42,608,608,437,110.62,0,111.72,2,929,0,25.95,1204,5594.12,0,20.24,57.58,14.17,146.37,5496.42,608,0,0,1,48616.46,48616.46,44021,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  032,02072 - Flamingo Road (Are-D32),5496.42
7.- Wed 03/17/2021,10231.5,10231.5,6525,223498.32,223783,1,1,0,3918.79,3795.25,3795.25,3310,2347,3795.25,388,388,234,104.03,0,109.29,-2,381,6.79,0,1093,3918.79,0,30.75,76.74,40.01,248.48,3795.25,388,0,0,1,32969.49,32969.49,27531,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  032,02077 - Cooper City (Are-D32),3795.25
7.- Wed 03/17/2021,14804.34,14804.34,11794,330349.98,320334,1,1,0,5825.77,5746.62,5746.62,4198,3448,5746.62,564,564,398,112.55,0,118.87,20,965,12.49,16.48,1271,5825.77,0,42.81,35.62,14.56,232.53,5746.62,564,0,0,1,48091.18,48091.18,42456,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  029,02079 - Sawgrass (Are-D29),5746.62
7.- Wed 03/17/2021,10541.88,10541.88,8001,256629.51,261661,,,,3647.02,3583.59,3583.59,3915,2500,3583.59,378,378,301,72.62,0,93.2,0,258,3,0,717,3647.02,0,4,55.95,4.48,168.99,3583.59,378,0,0,1,37304.52,37304.52,34088,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  063,02272 - W. Coral Way (Are-D63),3583.59
7.- Wed 03/17/2021,18608.24,18608.24,12829,364716.22,323648,1,1,0,6584.47,6528.23,6528.23,4820,4137,6528.23,632,632,477,87.77,0,113.01,-34,1139,2.13,2.12,856,6584.47,0,62.94,30.14,21.85,265.45,6528.23,632,0,0,1,55686.14,55686.14,49204,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  037,02336 - Nw 27th Avenue (Are-D37),6528.23
7.- Wed 03/17/2021,11621.22,11621.22,10667,259153.91,279800,,,,4105.57,4058.34,4058.34,3639,3487,4058.34,392,392,398,97.23,0,104.54,-4,452,1.34,18.37,1021,4105.57,0,65.44,16.66,10.86,191.46,4058.34,392,0,0,1,39556.37,39556.37,40775,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  004,08170 - Carol City (Are-D4),4058.34
7.- Wed 03/17/2021,19644.31,19644.31,16665,433524.12,419567,3,3,0,6910.45,6852.86,6852.86,6281,5260,6852.86,693,693,613,127.12,0,125.6,-2462,789,5.09,8.89,1207,6910.45,7.15,49.91,26.25,17.36,264.29,6852.86,693,0,0,1,67590.3,67590.3,60973,21P03W2 - 03/17/2021,DIVISION 30,Area  022,Distrito  020,08178 - Hank Aaron Blvd. (Are-D20),6852.86
7.- Wed 03/17/2021,18039.43,18039.43,13447,403013.1,345812,,,,6392.99,6279.52,6279.52,5658,4290,6279.52,626,626,502,114.23,0,124.7,-12,1291,14.91,10.78,1172,6392.99,0,44.85,63.95,23.83,206.56,6279.52,626,0,0,1,60134.63,60134.63,48316,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  029,08179 - N. Lauderdale (Are-D29),6279.52
7.- Wed 03/17/2021,15058.47,15058.47,11085,332674.68,282931,,,,5123.88,5089.05,5089.05,5198,3635,5089.05,492,492,369,100.47,0,108.33,-9,1115,7.07,0,970,5123.88,0,59.4,17.79,9.97,326.25,5089.05,492,0,0,1,47816.17,47816.17,40394,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  025,08209 - Hallendale (Are-D25),5089.05
7.- Wed 03/17/2021,17744.17,17744.17,14383,428688.71,395252,2,2,0,6229,6079.07,6079.07,6598,4861,6079.07,593,593,526,113.88,0,112.65,1,692,31.51,6.77,1116,6229,0,63.05,91.51,20.14,168.07,6079.07,593,0,0,1,59566.96,59566.96,53736,21P03W2 - 03/17/2021,DIVISION 30,Area  013,Distrito  024,08294 - Southern & Crestwood (Are-D24),6079.07
7.- Wed 03/17/2021,10190.96,10190.96,6530,239708.87,219894,,,,3826.99,3746.15,3746.15,3817,1864,3746.15,392,392,227,93.12,0,94.82,-5,476,4.99,7.79,989,3826.99,0,13.46,53.92,14.14,176.21,3746.15,392,0,0,1,34884.77,34884.77,28552,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  035,08439 - Coral Way (Are-D35),3746.15
7.- Wed 03/17/2021,12968.05,12968.05,8389,272186.73,266771,,,,4476.73,4432.56,4432.56,3768,2557,4432.56,491,491,294,112.48,0,104.91,-13,956,11.93,10.38,1083,4476.73,0,19.27,10.3,11.56,253.5,4432.56,491,0,0,1,39992.61,39992.61,34591,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  033,08445 - Miami Gardens (Are-D33),4432.56
7.- Wed 03/17/2021,15854.59,15854.59,13624,359964.49,348053,,,,5511.98,5412.83,5412.83,5192,4199,5412.83,589,589,530,116.15,0,110.53,-5,825,2.44,0,1155,5511.98,10.24,112.99,54.82,41.89,251.43,5412.83,589,0,0,1,51043.18,51043.18,49106,21P03W2 - 03/17/2021,DIVISION 30,Area  013,Distrito  056,08468 - Tamarac (Are-D56),5412.83
6.- Tue 03/16/2021,10238.76,10238.76,8210,389767.88,359720,,,,5375.02,5240.28,5240.28,5507,4053,5240.28,569,569,469,120.45,0,112.04,4,798,4.95,30.49,1234,5375.02,0,37.42,70.97,28.33,171.32,5240.28,569,0,0,1,49959.6,49959.6,44729,21P03W2 - 03/16/2021,DIVISION 30,Area  013,Distrito  003,02502 - Jog Rd (Are-D3),5240.28
6.- Tue 03/16/2021,6440.16,6440.16,5688,239027.97,280863,3,3,0,3454.52,3403.16,3403.16,3147,2547,3403.16,375,375,339,82.37,0,93.14,0,401,0,7.19,754,3454.52,0,16.71,23.72,20.45,199.83,3403.16,375,0,0,1,30957.95,30957.95,39306,21P03W2 - 03/16/2021,DIVISION 30,Area  021,Distrito  063,02522 - Fiu (Are-D63),3403.16
6.- Tue 03/16/2021,8650.2,8650.2,7233,317246.56,301820,,,,4404.45,4343.53,4343.53,4026,3495,4343.53,448,448,418,99.5,0,106.8,4,487,0,12.78,1042,4404.45,0,39.07,20.9,27.24,342.79,4343.53,448,0,0,1,39824.53,39824.53,36541,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  032,02526 - Weston (Are-D32),4343.53
6.- Tue 03/16/2021,9160.38,9160.38,7903,318647.62,346667,,,,4774.08,4713.26,4713.26,4396,3779,4713.26,542,542,457,93.57,0,102.63,-2,421,2.2,0,880,4774.08,0,18.65,34.7,23.92,211.4,4713.26,542,0,0,1,41142.91,41142.91,43604,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  029,02530 - S. University (Are-D29),4713.26
6.- Tue 03/16/2021,12947.41,12947.41,11331,413822.68,399313,,,,6418.57,6342.55,6342.55,6053,5624,6342.55,696,696,720,108.35,0,116.56,28,878,8.43,34.19,1190,6418.57,0,72.89,29.71,3.69,256.66,6342.55,696,0,0,1,56142.48,56142.48,54701,21P03W2 - 03/16/2021,DIVISION 30,Area  022,Distrito  001,02563 - Blue Heron (Are-D1),6342.55
6.- Tue 03/16/2021,8151.36,8151.36,6820,276579.41,259158,,,,4303.89,4240.01,4240.01,3939,3310,4240.01,462,462,411,91.27,0,95.4,5,164,10.63,6.96,919,4303.89,0,25.58,27.23,19.06,184.03,4240.01,462,0,0,1,35087.07,35087.07,33687,21P03W2 - 03/16/2021,DIVISION 30,Area  022,Distrito  022,02564 - Hobe Sound (Are-D22),4240.01
6.- Tue 03/16/2021,8557.07,8557.07,6626,282828.38,281627,,,,4834.52,4743.5,4743.5,3721,3044,4743.5,537,537,409,98.38,0,107.64,6,741,3.14,25.75,918,4834.52,0,38.63,35.42,26.71,260.24,4743.5,537,0,0,1,36961.5,36961.5,33891,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  029,02566 - New Tamarac (Are-D29),4743.5
6.- Tue 03/16/2021,10109.97,10109.97,8980,326894.72,331152,,,,5302.8,5183.03,5183.03,4874,4360,5183.03,591,591,542,122.78,0,116.52,3,649,4.18,31.19,1258,5302.8,0,30.58,56.17,28.23,170.81,5183.03,591,0,0,1,44927.7,44927.7,43207,21P03W2 - 03/16/2021,DIVISION 30,Area  022,Distrito  020,02568 - Belvedere & Austr. (Are-D20),5183.03
6.- Tue 03/16/2021,9423.31,9423.31,7453,319527.91,302199,,,,4784.99,4667.41,4667.41,4283,3973,4667.41,482,482,462,129.12,0,114.41,-30,500,17.13,5.41,1229,4784.99,0,31.56,24.07,70.97,207.45,4667.41,482,0,0,1,43007.23,43007.23,37591,21P03W2 - 03/16/2021,DIVISION 32,Area  003,Distrito  008,07952 - Golden Rod /Colonial (Are-D8),4667.41
6.- Tue 03/16/2021,9517.25,9517.25,6522,306196.81,265488,1,1,0,5078.05,5017.07,5017.07,4047,3071,5017.07,490,490,365,96.87,0,107.55,-1,817,0,6.38,985,5078.05,0,69.6,30.88,23.72,204.72,5017.07,490,0,0,1,40079.14,40079.14,34488,21P03W2 - 03/16/2021,DIVISION 30,Area  023,Distrito  037,07962 - Hialeah Gardens (Are-D37),5017.07
6.- Tue 03/16/2021,10970.7,10970.7,8146,343411.26,336057,,,,5676.86,5648.47,5648.47,4305,3852,5648.47,501,501,427,110.4,0,109.89,-19,735,2.9,4.8,1266,5676.86,0,30.1,10.14,10.55,191.15,5648.47,501,0,0,1,45545.23,45545.23,41389,21P03W2 - 03/16/2021,DIVISION 40,Area  005,Distrito  013,08028 - Walton (Are-D13),5648.47
6.- Tue 03/16/2021,9893.41,9893.41,8584,325990.71,331796,,,,4955.63,4879.48,4879.48,5036,4348,4879.48,382,382,426,110.2,0,113.91,-2,390,7.75,19.86,981,4955.63,0,109.4,15.55,32.99,207.38,4879.48,382,0,0,1,45218.99,45218.99,42900,21P03W2 - 03/16/2021,DIVISION 40,Area  005,Distrito  015,08045 - North Loop (Are-D15),4879.48
6.- Tue 03/16/2021,11192.71,11192.71,10310,401668.11,396664,,,,6031.85,5975.04,5975.04,5735,5014,5975.04,625,625,574,123.88,0,126.07,4,706,13.53,0,1294,6031.85,0,52.39,20.84,22.44,203.56,5975.04,625,0,0,1,52509.99,52509.99,51142,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  032,08141 - Miramar (Are-D32),5975.04
6.- Tue 03/16/2021,12676.99,12676.99,9794,452744.95,371783,0,1,0,6390.15,6223.73,6223.73,6003,4766,6223.73,681,681,585,116.13,0,116.98,13,515,4.6,15.38,1152,6390.15,0,32.64,124.3,22.14,202.08,6223.73,681,0,0,1,56861.51,56861.51,46782,21P03W2 - 03/16/2021,DIVISION 30,Area  022,Distrito  022,08142 - Stuart (Are-D22),6223.73
6.- Tue 03/16/2021,12003.48,12003.48,10182,423851.23,411159,,,,6160.19,6044.76,6044.76,6199,5067,6044.76,624,624,546,125.37,0,128.47,13,629,10.74,19.82,1228,6160.19,0,89.33,63.91,20.96,232.69,6044.76,624,0,0,1,55015.18,55015.18,49451,21P03W2 - 03/16/2021,DIVISION 30,Area  021,Distrito  063,08155 - Sw 120th Street (Are-D63),6044.76
6.- Tue 03/16/2021,9200.68,9200.68,6376,338795.53,317656,,,,5017.96,4908.06,4908.06,4161,3200,4908.06,484,484,340,99.55,0,104.35,1,634,12.78,22.49,951,5017.96,0,2.76,58.87,15.76,149.51,4908.06,484,0,0,1,42540.86,42540.86,39499,21P03W2 - 03/16/2021,DIVISION 30,Area  021,Distrito  063,08156 - 162 Sw 88th Street (Are-D63),4908.06
7.- Wed 03/17/2021,12130.66,12130.66,9729,287967.64,280690,,,,4553.19,4450.69,4450.69,4160,3229,4450.69,521,521,388,109.03,0,102.63,-1,279,16.42,17.47,1126,4553.19,0,6.97,44.86,23.75,161.76,4450.69,521,0,0,1,38836.22,38836.22,36283,21P03W2 - 03/17/2021,DIVISION 30,Area  013,Distrito  002,02337 - E Boynton Beach (Are-D2),4450.69
7.- Wed 03/17/2021,15388.44,15388.44,13070,343415.13,343084,,,,5354.6,5268.45,5268.45,4551,4339,5268.45,557,557,535,120.1,0,104.97,5,695,1.74,22.28,1144,5354.6,0,40.21,37.31,24.82,234.37,5268.45,557,0,0,1,48997.64,48997.64,48153,21P03W2 - 03/17/2021,DIVISION 30,Area  022,Distrito  001,02338 - Okeechobee & Jog (Are-D1),5268.45
7.- Wed 03/17/2021,10978.83,10978.83,7792,236676.42,222737,,,,4226.61,4136.27,4136.27,3336,2443,4136.27,421,421,297,70.4,0,99.63,-1,461,0,34.53,608,4226.61,0,18.79,47.24,8.57,200.06,4136.27,421,0,0,1,34722.47,34722.47,30614,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  031,02339 - Sw 8th  67th Ave (Are-D31),4136.27
7.- Wed 03/17/2021,16607.54,16607.54,11439,382461.53,357166,2,2,0,5784.52,5689.58,5689.58,5592,4031,5689.58,552,552,435,86.15,0,116.38,13,421,1.45,26.92,923,5784.52,0,52.13,43.44,23.13,311.88,5689.58,552,0,0,1,55057.1,55057.1,47009,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  032,02401 - Silver Lakes (Are-D32),5689.58
7.- Wed 03/17/2021,20876.12,20876.12,16511,465840.55,416765,,,,7480.9,7397.43,7397.43,6394,5278,7397.43,757,757,579,158,0,137.97,12,1894,9.93,8.02,1730,7480.9,0,55.84,54.14,11.38,201.76,7397.43,757,0,0,1,67588.3,67588.3,58290,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  029,02403 - Sunset Strip (Are-D29),7397.43
7.- Wed 03/17/2021,22803.79,22803.79,15479,420029.55,414296,,,,8342.98,8271.34,8271.34,6734,5263,8271.34,773,773,644,151.12,0,147.85,-1,1361,21.35,11.88,1621,8342.98,0,68.71,30.13,8.28,256.74,8271.34,773,0,0,1,66452.46,66452.46,60532,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  037,02434 - Liberty City (Are-D37),8271.34
7.- Wed 03/17/2021,11771.3,11771.3,10172,281239.91,269198,,,,4566.23,4498.55,4498.55,3724,3327,4498.55,456,456,363,90.8,0,100.71,2,622,4.17,18.27,950,4566.23,0,108.26,42.05,3.19,249.62,4498.55,456,0,0,1,39221.83,39221.83,37015,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  031,02454 - West Doral (Are-D31),4498.55
7.- Wed 03/17/2021,11812.45,11812.45,12005,240753.18,253153,3,3,0,4163.12,4102.85,4102.85,4234,4029,4102.85,445,445,491,81.63,0,99.02,0,166,5.59,9.19,852,4163.12,0,26.68,40.27,5.22,189.87,4102.85,445,0,0,1,37414.02,37414.02,38062,21P03W2 - 03/17/2021,DIVISION 30,Area  021,Distrito  031,02455 - Medley (Are-D31),4102.85
7.- Wed 03/17/2021,21028.06,21028.06,14779,438867.9,391171,,,,7763.21,7601.37,7601.37,6369,4389,7601.37,766,766,524,134.97,0,142.73,-5,1375,6.85,19.71,1416,7763.21,0,113.95,91.15,44.13,161,7601.37,766,0,0,1,66597.33,66597.33,56040,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  023,08475 - Plantation (Are-D23),7601.37
7.- Wed 03/17/2021,12777.11,12777.11,10715,299001.84,295247,,,,4689.68,4644.39,4644.39,3812,3602,4644.39,455,455,418,97.38,0,114.3,-6,321,2.5,0,904,4689.68,0,62.73,18.08,24.71,242.49,4644.39,455,0,0,1,40533.85,40533.85,40455,21P03W2 - 03/17/2021,DIVISION 30,Area  013,Distrito  024,08537 - 441 & Fairgrounds (Are-D24),4644.39
7.- Wed 03/17/2021,11767.99,11767.99,9173,286577.63,271489,1,1,0,4087.3,4039.63,4039.63,4229,3053,4039.63,436,436,349,99.72,0,97.8,1,151,0,0,991,4087.3,0,62.11,38.2,9.47,182.13,4039.63,436,0,0,1,38763.39,38763.39,37556,21P03W2 - 03/17/2021,DIVISION 30,Area  022,Distrito  022,08570 - Lost River (Are-D22),4039.63
7.- Wed 03/17/2021,15407.92,15407.92,12951,317552.23,310106,,,,5592.88,5444.59,5444.59,4729,4047,5444.59,622,622,509,106.03,0,111.7,-26,988,7.09,34.81,1069,5592.88,0,57.84,31.02,75.37,249.15,5444.59,622,0,0,1,47425.83,47425.83,45968,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  023,08571 - Powerline (Are-D23),5444.59
7.- Wed 03/17/2021,11443.65,11443.65,11062,259836.31,274850,0,1,1,3586.21,3493.9,3493.9,3789,3768,3493.9,421,421,508,62.7,0,98.71,-23,160,13.92,7.48,592,3586.21,0,47.78,50.09,20.82,366.85,3493.9,421,0,0,1,37726.86,37726.86,39728,21P03W2 - 03/17/2021,DIVISION 30,Area  024,Distrito  023,08615 - Hammondville (Are-D23),3493.9
7.- Wed 03/17/2021,17932.47,17932.47,13807,373843.11,371188,1,1,0,6560.81,6454.09,6454.09,5817,4482,6454.09,659,659,494,112.53,0,126.9,-15,958,0,28.86,1113,6560.81,0,47.09,47.63,30.23,231.53,6454.09,659,0,0,1,57634.13,57634.13,49770,21P03W2 - 03/17/2021,DIVISION 30,Area  023,Distrito  025,08638 - Oakwood Plaza (Are-D25),6454.09
7.- Wed 03/17/2021,14470.1,14470.1,10341,330596.05,291126,0,1,0,5519.69,5433.83,5433.83,4028,3311,5433.83,517,517,362,132.33,0,113.71,-1657,337,7.59,16.28,1365,5519.69,0,69.5,32.67,29.32,215.23,5433.83,517,0,0,1,48677.61,48677.61,39835,21P03W2 - 03/17/2021,DIVISION 32,Area  012,Distrito  007,08843 - Eagle Ridge (Are-D7),5433.83
7.- Wed 03/17/2021,14084.57,14084.57,10687,308885.4,295118,4,4,0,5448.68,5348.32,5348.32,4401,3612,5348.32,529,529,421,97.23,0,109.71,-1,720,7.34,10.18,998,5448.68,0,23.74,73.76,9.08,190.86,5348.32,529,0,0,1,44411.93,44411.93,40259,21P03W2 - 03/17/2021,DIVISION 30,Area  013,Distrito  003,08866 - S Military (Are-D3),5348.32
5.- Mon 03/15/2021,4638.68,4638.68,4457,308164.67,300232,,,,4670.89,4638.68,4638.68,4345,4457,4638.68,360,360,391,111,0,105.86,-2,52,0,0,1262,4670.89,0,22.37,13.86,18.35,215.37,4638.68,360,0,0,1,36770.57,36770.57,35901,21P03W2 - 03/15/2021,DIVISION 40,Area  005,Distrito  013,07846 - Silver (Are-D13),4638.68
5.- Mon 03/15/2021,6491.11,6491.11,4156,426251.62,372377,2,2,0,6739.76,6491.11,6491.11,5578,4156,6491.11,671,671,519,133.91,0,122.25,9,511,26.65,54.22,1321,6739.76,0,77.65,167.78,0,157,6491.11,671,0,0,1,48873.7,48873.7,43515,21P03W2 - 03/15/2021,DIVISION 42,Area  014,Distrito  049,07851 - Crown Point (Are-D49),6491.11
5.- Mon 03/15/2021,4786.79,4786.79,3551,290929.07,280555,5,5,0,4892.65,4786.79,4786.79,3549,3551,4786.79,482,482,411,114.14,0,113.25,3,204,6.44,1.39,1212,4892.65,0,30.25,98.03,0,214.46,4786.79,482,0,0,1,35484.51,35484.51,33514,21P03W2 - 03/15/2021,DIVISION 42,Area  014,Distrito  051,07852 - Seymour (Are-D51),4786.79
5.- Mon 03/15/2021,4748.56,4748.56,2927,301143.55,260459,,,,4798.67,4748.56,4748.56,4114,2927,4748.56,457,457,346,104.75,0,108.71,8,742,0,29.35,1092,4798.67,0,46.48,14.38,6.38,231.78,4748.56,457,0,0,1,38597.28,38597.28,29429,21P03W2 - 03/15/2021,DIVISION 30,Area  021,Distrito  004,07863 - Utopia (Are-D4),4748.56
5.- Mon 03/15/2021,4320.7,4320.7,4110,257427.42,221879,,,,4398.55,4320.7,4320.7,3936,4110,4320.7,469,469,489,100.83,0,104.24,-1,627,11.84,10.48,1052,4398.55,0,90.78,46.45,9.08,277.7,4320.7,469,0,0,1,33032.36,33032.36,33396,21P03W2 - 03/15/2021,DIVISION 30,Area  024,Distrito  021,07866 - Sunrise (Are-D21),4320.7
5.- Mon 03/15/2021,3367.51,3367.51,2840,223654.61,210480,0,1,0,3551.26,3367.51,3367.51,3426,2840,3367.51,410,410,365,94.57,0,106.25,-5,234,6,32.18,958,3551.26,0,13.65,145.57,0,150,3367.51,410,0,0,1,26607.82,26607.82,24616,21P03W2 - 03/15/2021,DIVISION 42,Area  015,Distrito  057,07870 - Northshore (Are-D57),3367.51
5.- Mon 03/15/2021,4115.92,4115.92,3431,263176.92,264987,2,2,0,4252.98,4115.92,4115.92,4059,3431,4115.92,483,483,464,83.87,0,100.5,-4,163,6.32,57.92,833,4252.98,0,14.35,72.82,0,136,4115.92,483,0,0,1,32157.23,32157.23,31464,21P03W2 - 03/15/2021,DIVISION 42,Area  015,Distrito  052,07872 - Hardin Valley (Are-D52),4115.92
5.- Mon 03/15/2021,6547.1,6547.1,5163,396621.29,390354,1,1,0,6650.03,6547.1,6547.1,5260,5163,6547.1,625,625,564,119.5,0,131.1,4,369,2.99,17.07,1242,6650.03,0,62.76,53.52,29.35,264.53,6547.1,625,0,0,1,47749.37,47749.37,46641,21P03W2 - 03/15/2021,DIVISION 32,Area  012,Distrito  007,07918 - Lake Wales (Are-D7),6547.1
6.- Tue 03/16/2021,7562.88,7562.88,7180,255095.57,276313,,,,3850.63,3818.2,3818.2,3410,3958,3818.2,409,409,446,106.57,0,102.59,3,454,5.3,0,1041,3850.63,0,16.98,21.44,5.69,199.34,3818.2,409,0,0,1,35498.03,35498.03,37288,21P03W2 - 03/16/2021,DIVISION 30,Area  021,Distrito  004,08170 - Carol City (Are-D4),3818.2
6.- Tue 03/16/2021,12791.45,12791.45,11405,426671.26,414307,,,,6537.42,6479.83,6479.83,5760,5772,6479.83,707,707,685,136.77,0,127.14,10,841,5.09,8.95,1470,6537.42,0,20.63,24,19.55,221.47,6479.83,707,0,0,1,60737.44,60737.44,55713,21P03W2 - 03/16/2021,DIVISION 30,Area  022,Distrito  020,08178 - Hank Aaron Blvd. (Are-D20),6479.83
6.- Tue 03/16/2021,11759.91,11759.91,9157,396733.58,341522,,,,6353.3,6286.09,6286.09,5476,4713,6286.09,652,652,535,118.93,0,124.96,5,1034,3.54,8.7,1262,6353.3,0,3.89,42.41,12.56,217.49,6286.09,652,0,0,1,53855.11,53855.11,44026,21P03W2 - 03/16/2021,DIVISION 30,Area  024,Distrito  029,08179 - N. Lauderdale (Are-D29),6286.09
